Work Item Type,Title 1,Title 2,Title 3,Title 4,State,Description,Acceptance Criteria,Tags
User Story,,,Create dashboard user guide,,New,"As a dashboard consumer, I want create dashboard user guide so that users can interpret filters, KPIs, dashboard pages, and known limitations.",Deliverable exists at docs/dashboard_user_guide.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-8; Phase-8; E08; F08.02; User-Guide; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery
Task,,,,Draft/build artifact for Create dashboard user guide,New,Create the first complete version of the artifact or implementation for Create dashboard user guide.,,ClinicalPulse; Sprint-8; Phase-8; E08; F08.02; User-Guide; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery
Task,,,,Validate and document Create dashboard user guide,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create dashboard user guide.",,ClinicalPulse; Sprint-8; Phase-8; E08; F08.02; User-Guide; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery
User Story,,,Create feedback and change-control loop,,New,"As a project owner, I want create feedback and change-control loop so that future KPI/dashboard changes have an intake and documentation process.",Deliverable exists at docs/change_control.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-8; Phase-8; E08; F08.02; Change-Control; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery
Task,,,,Draft/build artifact for Create feedback and change-control loop,New,Create the first complete version of the artifact or implementation for Create feedback and change-control loop.,,ClinicalPulse; Sprint-8; Phase-8; E08; F08.02; Change-Control; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery
Task,,,,Validate and document Create feedback and change-control loop,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create feedback and change-control loop.",,ClinicalPulse; Sprint-8; Phase-8; E08; F08.02; Change-Control; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery
Feature,,Final Portfolio Packaging,,,New,Prepare the finished project for external review.,,ClinicalPulse; Sprint-8; Phase-8; E08; F08.03; Final; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery
User Story,,,Create final project walkthrough,,New,"As a portfolio reviewer, I want create final project walkthrough so that the project has a concise walkthrough tying business, governance, technical build, and outputs together.",Deliverable exists at docs/final_walkthrough.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-8; Phase-8; E08; F08.03; Portfolio; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery
Task,,,,Draft/build artifact for Create final project walkthrough,New,Create the first complete version of the artifact or implementation for Create final project walkthrough.,,ClinicalPulse; Sprint-8; Phase-8; E08; F08.03; Portfolio; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery
Task,,,,Validate and document Create final project walkthrough,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create final project walkthrough.",,ClinicalPulse; Sprint-8; Phase-8; E08; F08.03; Portfolio; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery
User Story,,,Clean repository and verify folder structure,,New,"As a developer, I want clean repository and verify folder structure so that the repository matches the documented structure and contains no unsafe files.",Deliverable exists at docs/release_checklist.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-8; Phase-8; E08; F08.03; Repo-Safety; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery
Task,,,,Draft/build artifact for Clean repository and verify folder structure,New,Create the first complete version of the artifact or implementation for Clean repository and verify folder structure.,,ClinicalPulse; Sprint-8; Phase-8; E08; F08.03; Repo-Safety; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery
Task,,,,Validate and document Clean repository and verify folder structure,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Clean repository and verify folder structure.",,ClinicalPulse; Sprint-8; Phase-8; E08; F08.03; Repo-Safety; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery
User Story,,,Prepare resume and interview talking points,,New,"As a job candidate, I want prepare resume and interview talking points so that the project can be explained in healthcare BI/data interview language.",Deliverable exists at docs/interview_talking_points.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-8; Phase-8; E08; F08.03; Interview; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery
Task,,,,Draft/build artifact for Prepare resume and interview talking points,New,Create the first complete version of the artifact or implementation for Prepare resume and interview talking points.,,ClinicalPulse; Sprint-8; Phase-8; E08; F08.03; Interview; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery
Task,,,,Validate and document Prepare resume and interview talking points,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Prepare resume and interview talking points.",,ClinicalPulse; Sprint-8; Phase-8; E08; F08.03; Interview; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery
User Story,,,Create final release tag and evidence checklist,,New,"As a project owner, I want create final release tag and evidence checklist so that final deliverables, screenshots, validation logs, and release evidence are recorded.",Deliverable exists at docs/release_checklist.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-8; Phase-8; E08; F08.03; Release; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery
Task,,,,Draft/build artifact for Create final release tag and evidence checklist,New,Create the first complete version of the artifact or implementation for Create final release tag and evidence checklist.,,ClinicalPulse; Sprint-8; Phase-8; E08; F08.03; Release; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery
Task,,,,Validate and document Create final release tag and evidence checklist,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create final release tag and evidence checklist.",,ClinicalPulse; Sprint-8; Phase-8; E08; F08.03; Release; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery
Epic,Optional Pipeline Hardening,,,,New,"Add Azure Pipeline checks for tests, linting, forbidden files, documentation completeness, and DevOps evidence.",,ClinicalPulse; Sprint-9; Phase-9; E09; Pipeline; Optional; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Feature,,Test Automation,,,New,"Create automated tests for quality checks, configuration, and API behavior.",,ClinicalPulse; Sprint-9; Phase-9; E09; F09.01; Test; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
User Story,,,Create pytest suite for quality rules,,New,"As a developer, I want create pytest suite for quality rules so that data quality logic has repeatable automated test coverage.",Deliverable exists at tests/test_quality_rules.py; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-9; Phase-9; E09; F09.01; Pytest; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,Draft/build artifact for Create pytest suite for quality rules,New,Create the first complete version of the artifact or implementation for Create pytest suite for quality rules.,,ClinicalPulse; Sprint-9; Phase-9; E09; F09.01; Pytest; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,Validate and document Create pytest suite for quality rules,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create pytest suite for quality rules.",,ClinicalPulse; Sprint-9; Phase-9; E09; F09.01; Pytest; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,Commit and link implementation evidence for Create pytest suite for quality rules,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create pytest suite for quality rules.",,ClinicalPulse; Sprint-9; Phase-9; E09; F09.01; Pytest; Evidence; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
User Story,,,Create API endpoint and FHIR shape tests,,New,"As a developer, I want create api endpoint and fhir shape tests so that endpoint responses and FHIR-style JSON shapes are checked automatically.",Deliverable exists at tests/test_api_endpoints.py; tests/test_fhir_shapes.py; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-9; Phase-9; E09; F09.01; Pytest; FHIR; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,Draft/build artifact for Create API endpoint and FHIR shape tests,New,Create the first complete version of the artifact or implementation for Create API endpoint and FHIR shape tests.,,ClinicalPulse; Sprint-9; Phase-9; E09; F09.01; Pytest; FHIR; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,Validate and document Create API endpoint and FHIR shape tests,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create API endpoint and FHIR shape tests.",,ClinicalPulse; Sprint-9; Phase-9; E09; F09.01; Pytest; FHIR; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,Commit and link implementation evidence for Create API endpoint and FHIR shape tests,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create API endpoint and FHIR shape tests.",,ClinicalPulse; Sprint-9; Phase-9; E09; F09.01; Pytest; FHIR; Evidence; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
User Story,,,Create configuration and secrets safety tests,,New,"As a developer, I want create configuration and secrets safety tests so that tests guard against missing config assumptions and accidental secret exposure.",Deliverable exists at tests/test_config.py; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-9; Phase-9; E09; F09.01; Secrets; Repo-Safety; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,Draft/build artifact for Create configuration and secrets safety tests,New,Create the first complete version of the artifact or implementation for Create configuration and secrets safety tests.,,ClinicalPulse; Sprint-9; Phase-9; E09; F09.01; Secrets; Repo-Safety; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,Validate and document Create configuration and secrets safety tests,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create configuration and secrets safety tests.",,ClinicalPulse; Sprint-9; Phase-9; E09; F09.01; Secrets; Repo-Safety; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,Commit and link implementation evidence for Create configuration and secrets safety tests,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create configuration and secrets safety tests.",,ClinicalPulse; Sprint-9; Phase-9; E09; F09.01; Secrets; Repo-Safety; Evidence; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Feature,,CI Pipeline,,,New,Create an Azure Pipeline for repository hygiene and test execution.,,ClinicalPulse; Sprint-9; Phase-9; E09; F09.02; CI; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
User Story,,,Create Azure Pipeline YAML,,New,"As a developer, I want create azure pipeline yaml so that the project has a pipeline definition committed to the repository.",Deliverable exists at azure-pipelines.yml; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-9; Phase-9; E09; F09.02; Azure-Pipelines; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,Draft/build artifact for Create Azure Pipeline YAML,New,Create the first complete version of the artifact or implementation for Create Azure Pipeline YAML.,,ClinicalPulse; Sprint-9; Phase-9; E09; F09.02; Azure-Pipelines; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,Validate and document Create Azure Pipeline YAML,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create Azure Pipeline YAML.",,ClinicalPulse; Sprint-9; Phase-9; E09; F09.02; Azure-Pipelines; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,Commit and link implementation evidence for Create Azure Pipeline YAML,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create Azure Pipeline YAML.",,ClinicalPulse; Sprint-9; Phase-9; E09; F09.02; Azure-Pipelines; Evidence; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
User Story,,,"Add lint, test, and documentation checks",,New,"As a developer, I want add lint, test, and documentation checks so that the pipeline runs tests and checks that key documentation files exist.",Deliverable exists at azure-pipelines.yml; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-9; Phase-9; E09; F09.02; CI; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,"Draft/build artifact for Add lint, test, and documentation checks",New,"Create the first complete version of the artifact or implementation for Add lint, test, and documentation checks.",,ClinicalPulse; Sprint-9; Phase-9; E09; F09.02; CI; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,"Validate and document Add lint, test, and documentation checks",New,"Check the work against acceptance criteria, document assumptions, and record evidence for Add lint, test, and documentation checks.",,ClinicalPulse; Sprint-9; Phase-9; E09; F09.02; CI; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
User Story,,,Add forbidden-file checks,,New,"As a developer, I want add forbidden-file checks so that the pipeline blocks raw data, .env files, backups, and Power BI binaries from accidental commit.",Deliverable exists at scripts/check_forbidden_files.py; azure-pipelines.yml; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-9; Phase-9; E09; F09.02; Repo-Safety; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,Draft/build artifact for Add forbidden-file checks,New,Create the first complete version of the artifact or implementation for Add forbidden-file checks.,,ClinicalPulse; Sprint-9; Phase-9; E09; F09.02; Repo-Safety; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,Validate and document Add forbidden-file checks,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Add forbidden-file checks.",,ClinicalPulse; Sprint-9; Phase-9; E09; F09.02; Repo-Safety; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Feature,,DevOps Evidence,,,New,Document pipeline behavior and delivery discipline.,,ClinicalPulse; Sprint-9; Phase-9; E09; F09.03; DevOps; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
User Story,,,Document pipeline results,,New,"As a reviewer, I want document pipeline results so that pipeline outcomes are explained and screenshotted for portfolio evidence.",Deliverable exists at docs/pipeline_notes.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-9; Phase-9; E09; F09.03; Evidence; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,Draft/build artifact for Document pipeline results,New,Create the first complete version of the artifact or implementation for Document pipeline results.,,ClinicalPulse; Sprint-9; Phase-9; E09; F09.03; Evidence; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,Validate and document Document pipeline results,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Document pipeline results.",,ClinicalPulse; Sprint-9; Phase-9; E09; F09.03; Evidence; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,Commit and link implementation evidence for Document pipeline results,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Document pipeline results.",,ClinicalPulse; Sprint-9; Phase-9; E09; F09.03; Evidence; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
User Story,,,Add build badge or status notes,,New,"As a reviewer, I want add build badge or status notes so that the README shows pipeline status or explains local-only status clearly.",Deliverable exists at README.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-9; Phase-9; E09; F09.03; README; CI; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,Draft/build artifact for Add build badge or status notes,New,Create the first complete version of the artifact or implementation for Add build badge or status notes.,,ClinicalPulse; Sprint-9; Phase-9; E09; F09.03; README; CI; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,Validate and document Add build badge or status notes,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Add build badge or status notes.",,ClinicalPulse; Sprint-9; Phase-9; E09; F09.03; README; CI; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
User Story,,,Create final DevOps retrospective,,New,"As a project owner, I want create final devops retrospective so that delivery lessons, limitations, and future improvements are recorded.",Deliverable exists at docs/devops_retrospective.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-9; Phase-9; E09; F09.03; Retrospective; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,Draft/build artifact for Create final DevOps retrospective,New,Create the first complete version of the artifact or implementation for Create final DevOps retrospective.,,ClinicalPulse; Sprint-9; Phase-9; E09; F09.03; Retrospective; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,Validate and document Create final DevOps retrospective,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create final DevOps retrospective.",,ClinicalPulse; Sprint-9; Phase-9; E09; F09.03; Retrospective; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
