External ID,Parent External ID,Work Item Type,Title,State,Sprint,Phase,Epic,Feature,Description,Acceptance Criteria,Tags,Suggested Repo Artifact,Notes
T02.02.02.2,US02.02.02,Task,Validate and document Profile core clinical and operational source files,New,Sprint 2,Phase 2,E02 Source Data Foundation,F02.02 Source Inventory and Profiling,"Check the work against acceptance criteria, document assumptions, and record evidence for Profile core clinical and operational source files.",,ClinicalPulse; Sprint-2; Phase-2; E02; F02.02; Profiling; AP-ClinicalPulse\Source Data; IP-ClinicalPulse\Sprint 2 - Source Data Foundation,docs/source_entity_profile.md,
US02.02.03,F02.02,User Story,Identify optional entities for later expansion,New,Sprint 2,Phase 2,E02 Source Data Foundation,F02.02 Source Inventory and Profiling,"As a project owner, I want identify optional entities for later expansion so that medications, payers, and careplans are scoped without derailing version 1.",Deliverable exists at docs/source_scope_notes.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-2; Phase-2; E02; F02.02; Scope-Control; AP-ClinicalPulse\Source Data; IP-ClinicalPulse\Sprint 2 - Source Data Foundation,docs/source_scope_notes.md,
T02.02.03.1,US02.02.03,Task,Draft/build artifact for Identify optional entities for later expansion,New,Sprint 2,Phase 2,E02 Source Data Foundation,F02.02 Source Inventory and Profiling,Create the first complete version of the artifact or implementation for Identify optional entities for later expansion.,,ClinicalPulse; Sprint-2; Phase-2; E02; F02.02; Scope-Control; AP-ClinicalPulse\Source Data; IP-ClinicalPulse\Sprint 2 - Source Data Foundation,docs/source_scope_notes.md,
T02.02.03.2,US02.02.03,Task,Validate and document Identify optional entities for later expansion,New,Sprint 2,Phase 2,E02 Source Data Foundation,F02.02 Source Inventory and Profiling,"Check the work against acceptance criteria, document assumptions, and record evidence for Identify optional entities for later expansion.",,ClinicalPulse; Sprint-2; Phase-2; E02; F02.02; Scope-Control; AP-ClinicalPulse\Source Data; IP-ClinicalPulse\Sprint 2 - Source Data Foundation,docs/source_scope_notes.md,
F02.03,E02,Feature,Data Handling and Repository Safety,New,Sprint 2,Phase 2,E02 Source Data Foundation,F02.03 Data Handling and Repository Safety,Keep source data local and document safe public-portfolio practices.,"Feature is complete when raw data, secrets, local artifacts, and generated files are excluded from Git, and synthetic-data handling rules and limitations are documented.",ClinicalPulse; Sprint-2; Phase-2; E02; F02.03; Data; AP-ClinicalPulse\Source Data; IP-ClinicalPulse\Sprint 2 - Source Data Foundation,,
US02.03.01,F02.03,User Story,"Update .gitignore for raw data, secrets, and local artifacts",New,Sprint 2,Phase 2,E02 Source Data Foundation,F02.03 Data Handling and Repository Safety,"As a developer, I want update .gitignore for raw data, secrets, and local artifacts so that unsafe files are excluded from Git before ingestion begins.",Deliverable exists at .gitignore; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-2; Phase-2; E02; F02.03; Repo-Safety; AP-ClinicalPulse\Source Data; IP-ClinicalPulse\Sprint 2 - Source Data Foundation,.gitignore,
T02.03.01.1,US02.03.01,Task,"Draft/build artifact for Update .gitignore for raw data, secrets, and local artifacts",New,Sprint 2,Phase 2,E02 Source Data Foundation,F02.03 Data Handling and Repository Safety,"Create the first complete version of the artifact or implementation for Update .gitignore for raw data, secrets, and local artifacts.",,ClinicalPulse; Sprint-2; Phase-2; E02; F02.03; Repo-Safety; AP-ClinicalPulse\Source Data; IP-ClinicalPulse\Sprint 2 - Source Data Foundation,.gitignore,
T02.03.01.2,US02.03.01,Task,"Validate and document Update .gitignore for raw data, secrets, and local artifacts",New,Sprint 2,Phase 2,E02 Source Data Foundation,F02.03 Data Handling and Repository Safety,"Check the work against acceptance criteria, document assumptions, and record evidence for Update .gitignore for raw data, secrets, and local artifacts.",,ClinicalPulse; Sprint-2; Phase-2; E02; F02.03; Repo-Safety; AP-ClinicalPulse\Source Data; IP-ClinicalPulse\Sprint 2 - Source Data Foundation,.gitignore,
US02.03.02,F02.03,User Story,Create safe sample data policy,New,Sprint 2,Phase 2,E02 Source Data Foundation,F02.03 Data Handling and Repository Safety,"As a project owner, I want create safe sample data policy so that any public samples are intentionally curated and clearly synthetic.",Deliverable exists at docs/data_handling_rules.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-2; Phase-2; E02; F02.03; Portfolio-Safe; AP-ClinicalPulse\Source Data; IP-ClinicalPulse\Sprint 2 - Source Data Foundation,docs/data_handling_rules.md,
T02.03.02.1,US02.03.02,Task,Draft/build artifact for Create safe sample data policy,New,Sprint 2,Phase 2,E02 Source Data Foundation,F02.03 Data Handling and Repository Safety,Create the first complete version of the artifact or implementation for Create safe sample data policy.,,ClinicalPulse; Sprint-2; Phase-2; E02; F02.03; Portfolio-Safe; AP-ClinicalPulse\Source Data; IP-ClinicalPulse\Sprint 2 - Source Data Foundation,docs/data_handling_rules.md,
T02.03.02.2,US02.03.02,Task,Validate and document Create safe sample data policy,New,Sprint 2,Phase 2,E02 Source Data Foundation,F02.03 Data Handling and Repository Safety,"Check the work against acceptance criteria, document assumptions, and record evidence for Create safe sample data policy.",,ClinicalPulse; Sprint-2; Phase-2; E02; F02.03; Portfolio-Safe; AP-ClinicalPulse\Source Data; IP-ClinicalPulse\Sprint 2 - Source Data Foundation,docs/data_handling_rules.md,
US02.03.03,F02.03,User Story,Document synthetic-data limitations and disclaimers,New,Sprint 2,Phase 2,E02 Source Data Foundation,F02.03 Data Handling and Repository Safety,"As a stakeholder, I want document synthetic-data limitations and disclaimers so that reviewers understand the data is simulation-only and not real patient data.",Deliverable exists at docs/data_handling_rules.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-2; Phase-2; E02; F02.03; Synthetic-Data; AP-ClinicalPulse\Source Data; IP-ClinicalPulse\Sprint 2 - Source Data Foundation,docs/data_handling_rules.md,
T02.03.03.1,US02.03.03,Task,Draft/build artifact for Document synthetic-data limitations and disclaimers,New,Sprint 2,Phase 2,E02 Source Data Foundation,F02.03 Data Handling and Repository Safety,Create the first complete version of the artifact or implementation for Document synthetic-data limitations and disclaimers.,,ClinicalPulse; Sprint-2; Phase-2; E02; F02.03; Synthetic-Data; AP-ClinicalPulse\Source Data; IP-ClinicalPulse\Sprint 2 - Source Data Foundation,docs/data_handling_rules.md,
T02.03.03.2,US02.03.03,Task,Validate and document Document synthetic-data limitations and disclaimers,New,Sprint 2,Phase 2,E02 Source Data Foundation,F02.03 Data Handling and Repository Safety,"Check the work against acceptance criteria, document assumptions, and record evidence for Document synthetic-data limitations and disclaimers.",,ClinicalPulse; Sprint-2; Phase-2; E02; F02.03; Synthetic-Data; AP-ClinicalPulse\Source Data; IP-ClinicalPulse\Sprint 2 - Source Data Foundation,docs/data_handling_rules.md,
F03.01,E03,Feature,Database and Schema Foundation,New,Sprint 3,Phase 3,E03 SQL Server Ingestion,F03.01 Database and Schema Foundation,"Create SQL Server database, schemas, naming standards, and connection assumptions.","Feature is complete when the SQL Server database, bronze/silver/gold/governance/audit/api schemas, naming standards, and local connection assumptions are created and documented.",ClinicalPulse; Sprint-3; Phase-3; E03; F03.01; Database; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,,
US03.01.01,F03.01,User Story,Create database and schema scripts,New,Sprint 3,Phase 3,E03 SQL Server Ingestion,F03.01 Database and Schema Foundation,"As a data engineer, I want create database and schema scripts so that SQL Server has bronze, silver, gold, governance, audit, and api schemas.",Deliverable exists at sql/00_create_database.sql; sql/01_create_schemas.sql; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-3; Phase-3; E03; F03.01; SQL-Server; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,sql/00_create_database.sql; sql/01_create_schemas.sql,
T03.01.01.1,US03.01.01,Task,Draft/build artifact for Create database and schema scripts,New,Sprint 3,Phase 3,E03 SQL Server Ingestion,F03.01 Database and Schema Foundation,Create the first complete version of the artifact or implementation for Create database and schema scripts.,,ClinicalPulse; Sprint-3; Phase-3; E03; F03.01; SQL-Server; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,sql/00_create_database.sql; sql/01_create_schemas.sql,
T03.01.01.2,US03.01.01,Task,Validate and document Create database and schema scripts,New,Sprint 3,Phase 3,E03 SQL Server Ingestion,F03.01 Database and Schema Foundation,"Check the work against acceptance criteria, document assumptions, and record evidence for Create database and schema scripts.",,ClinicalPulse; Sprint-3; Phase-3; E03; F03.01; SQL-Server; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,sql/00_create_database.sql; sql/01_create_schemas.sql,
T03.01.01.3,US03.01.01,Task,Commit and link implementation evidence for Create database and schema scripts,New,Sprint 3,Phase 3,E03 SQL Server Ingestion,F03.01 Database and Schema Foundation,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create database and schema scripts.",,ClinicalPulse; Sprint-3; Phase-3; E03; F03.01; SQL-Server; Evidence; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,sql/00_create_database.sql; sql/01_create_schemas.sql,
US03.01.02,F03.01,User Story,Define SQL naming and scripting standards,New,Sprint 3,Phase 3,E03 SQL Server Ingestion,F03.01 Database and Schema Foundation,"As a developer, I want define sql naming and scripting standards so that objects, keys, constraints, and scripts follow consistent conventions.",Deliverable exists at docs/sql_standards.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-3; Phase-3; E03; F03.01; Standards; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,docs/sql_standards.md,
T03.01.02.1,US03.01.02,Task,Draft/build artifact for Define SQL naming and scripting standards,New,Sprint 3,Phase 3,E03 SQL Server Ingestion,F03.01 Database and Schema Foundation,Create the first complete version of the artifact or implementation for Define SQL naming and scripting standards.,,ClinicalPulse; Sprint-3; Phase-3; E03; F03.01; Standards; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,docs/sql_standards.md,
T03.01.02.2,US03.01.02,Task,Validate and document Define SQL naming and scripting standards,New,Sprint 3,Phase 3,E03 SQL Server Ingestion,F03.01 Database and Schema Foundation,"Check the work against acceptance criteria, document assumptions, and record evidence for Define SQL naming and scripting standards.",,ClinicalPulse; Sprint-3; Phase-3; E03; F03.01; Standards; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,docs/sql_standards.md,
T03.01.02.3,US03.01.02,Task,Commit and link implementation evidence for Define SQL naming and scripting standards,New,Sprint 3,Phase 3,E03 SQL Server Ingestion,F03.01 Database and Schema Foundation,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Define SQL naming and scripting standards.",,ClinicalPulse; Sprint-3; Phase-3; E03; F03.01; Standards; Evidence; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,docs/sql_standards.md,
US03.01.03,F03.01,User Story,Set up local SQL Server connection configuration,New,Sprint 3,Phase 3,E03 SQL Server Ingestion,F03.01 Database and Schema Foundation,"As a developer, I want set up local sql server connection configuration so that Python and SSMS can connect using safe local configuration.",Deliverable exists at src/config.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-3; Phase-3; E03; F03.01; Connection; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,src/config.md,
T03.01.03.1,US03.01.03,Task,Draft/build artifact for Set up local SQL Server connection configuration,New,Sprint 3,Phase 3,E03 SQL Server Ingestion,F03.01 Database and Schema Foundation,Create the first complete version of the artifact or implementation for Set up local SQL Server connection configuration.,,ClinicalPulse; Sprint-3; Phase-3; E03; F03.01; Connection; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,src/config.md,
T03.01.03.2,US03.01.03,Task,Validate and document Set up local SQL Server connection configuration,New,Sprint 3,Phase 3,E03 SQL Server Ingestion,F03.01 Database and Schema Foundation,"Check the work against acceptance criteria, document assumptions, and record evidence for Set up local SQL Server connection configuration.",,ClinicalPulse; Sprint-3; Phase-3; E03; F03.01; Connection; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion,src/config.md,
